company_name,url,description,founders,funding_info,latest_funding_date,total_funding,key_investors,location,headquarters,social_links,success
AMP Robotics,https://www.amprobotics.com,"Robotics and AI company based in Longmont, specializing in intelligent recycling systems using computer vision and machine learning, with multiple funding rounds and rapid scaling[8].",Matanya Horowitz,"[{'round': 'Series A', 'amount': '$16 million', 'lead_investor': 'Sequoia Capital', 'year': '2019'}, {'round': 'Series B', 'amount': '$55 million', 'lead_investor': 'XN', 'year': '2021'}, {'round': 'Series C', 'amount': '$91 million', 'lead_investor': 'Congruent Ventures, Wellington Management', 'year': '2022'}, {'round': 'Series D', 'amount': '$91 million', 'lead_investor': 'Congruent Ventures', 'year': '2024'}]",2024,$266 million,"Sequoia Capital, XN, Congruent Ventures, Wellington Management, GV (Google Ventures), Valor Equity Partners, Blue Earth Capital, Tao Capital Partners, Range Ventures, Liberty Mutual Investments, California State Teachers Retirement System (CalSTRS)","Louisville, CO","1875 Taylor Avenue, Louisville, Colorado, 80027, United States","linkedin: Not found, crunchbase: Not found",Yes
Surna,https://www.surna.com,"Climate control technology company in Longmont serving the indoor agriculture industry, known for innovative solutions and recent growth through funding[8].","Brandy Keen, Stephen Keen","Equity offerings: $1.8 million in December 2017, less than $5 million in February 2021. No lead investors specified.",2021-02,Less than $5 million,,"Boulder, CO","1780 55th Street, Suite C, Boulder, Colorado 80301, United States","facebook: https://www.facebook.com/surna, instagram: https://www.instagram.com/surnacultivationtech/, linkedin: https://www.linkedin.com/company/surna-cultivation-technologies/, twitter: https://twitter.com/surnaofficial, youtube: https://www.youtube.com/channel/UCGM4KwXBq4buUz6xDMcCRlw, crunchbase: Not found",Yes
Scythe Robotics,https://www.scytherobotics.com,"Robotics company with a Longmont office, developing autonomous commercial lawn mowers, backed by significant venture capital and rapid team expansion[8].","Jack Morrison, Isaac Roberts, Davis Foster","[{'round': 'Series B', 'amount': '$42 million', 'lead_investor': 'Energy Impact Partners', 'year': '2023'}, {'round': 'Total capital raised', 'amount': '$60.6 million', 'year': '2023'}, {'round': 'Additional funding', 'amount': '$22.8 million', 'year': '2025'}]",2025-06,$60.6 million,"Energy Impact Partners, ArcTern Ventures, Alumni Ventures, Amazon's Alexa Fund, True Ventures, Inspired Capital","Longmont, CO","2120 Miller Drive, Suite A, Longmont, Colorado, 80501","facebook: https://www.facebook.com/scytherobotics/, instagram: https://www.instagram.com/scytherobotics/, linkedin: https://www.linkedin.com/company/scythe-robotics/, twitter: #https://twitter.com/ScytheRobotics, youtube: https://www.youtube.com/c/ScytheRobotics, crunchbase: Not found",Yes
Foundry Group,https://www.foundry.vc,"Boulder-based venture capital firm managing over $3 billion, investing in early-stage technology, internet, and software startups, with a strong focus on innovation and community[3][11].","Brad Feld, Seth Levine, Ryan McIntyre, Jason Mendelson","[{'round': 'Seed', 'amount': '$3M–$10M', 'lead_investors': 'Foundry Group', 'year': '2007'}, {'round': 'Series A', 'amount': '$3M–$50M', 'lead_investors': 'Foundry Group', 'year': '2007'}, {'round': 'Series B', 'amount': '$10M–$50M', 'lead_investors': 'Foundry Group', 'year': '2008'}]",2023-05,$3.5 billion,"Ignition Partners, True Ventures, Spark Capital, Techstars Ventures, Oak Investment Partners","Boulder, CO","1050 Walnut Street, Suite 210, Boulder, Colorado 80302, United States","linkedin: Not found, crunchbase: Not found",Yes
Access Venture Partners,https://www.accessvp.com,"Denver-based VC firm investing in early-stage technology companies in Colorado and the Mountain West, with a portfolio including Inspirato, LogRhythm, and Red Canary[3][7].","Frank Mendicino II, Frank Mendicino III","[{'round': 'Seed', 'amount': '$500K–$1M', 'lead_investors': 'Access Venture Partners', 'year': 'Not specified'}, {'round': 'Series A', 'amount': '$1M–$3M', 'lead_investors': 'Access Venture Partners', 'year': 'Not specified'}, {'round': 'Series C', 'amount': '$81M', 'lead_investors': 'Summit Partners, Noro-Moseley Partners', 'year': 'Not specified'}]",Not found,Not found,,"Westminster, CO","8787 Turnpike Drive, Suite 260, Westminster, Colorado, 80031","linkedin: https://www.linkedin.com/company/access-venture-partners, twitter: https://twitter.com/accessvp?lang=en, crunchbase: Not found",Yes
FirstMile Ventures,https://www.firstmilevc.com,"Early-stage venture capital firm based in Colorado and Texas, partnering with founders to build transformative companies across diverse industries[3][11].","Bill Miller, Aaron Stachel","Seed: $21 million (2021), led by Colorado's Venture Capital Authority and other successful entrepreneurs, investors, venture capitalists, and technology executives. First fund: $6 million (2010) for 31 startups.",2021,$27 million,"Colorado Venture Capital Authority, successful entrepreneurs, venture capitalists, technology executives","Colorado Springs, CO","630 Southpointe Court, Suite 200, Colorado Springs, CO 80906, United States","linkedin: https://www.linkedin.com/company/firstmile-ventures, crunchbase: Not found",Yes
Springtime Ventures,https://www.springtimeventures.com,"Denver-based VC firm specializing in seed-stage investments in healthcare, fintech, logistics, and marketplaces[3].","Matt Blomstedt, Rick Patch","[{'round': 'Fund I', 'amount': '$8 million', 'year': '2018', 'lead_investors': 'Not found'}, {'round': 'Fund II', 'amount': '$25 million', 'year': '2022', 'lead_investors': 'Not found'}]",2022,$33 million,High-net-worth individuals,"Denver, CO","1962 Blake Street, Suite 200, Denver, Colorado 80202","linkedin: https://www.linkedin.com/in/rick-jones-8a10652/, crunchbase: Not found",Yes
Boulder Ventures,https://www.boulderventures.com,"Focuses on information technology and biotechnology companies, providing capital to high-growth businesses in Colorado’s Front Range and the Mid-Atlantic region[3].","Kyle Lefkoff, Larry Macks, Josh Fidler","[{'round': 'Series A', 'amount': '$1M - $2M', 'lead_investors': 'Boulder Ventures', 'year': 'Not specified'}, {'round': 'Series B', 'amount': '$1M - $2M', 'lead_investors': 'Boulder Ventures', 'year': 'Not specified'}, {'round': 'Series C', 'amount': '$1M - $3M', 'lead_investors': 'Boulder Ventures', 'year': 'Not specified'}, {'round': 'Boulder Ventures VIII', 'amount': '$58M', 'lead_investors': 'Not specified', 'year': '2022'}]",2022-11,$371.1M,"Cisco Investments, Grayhawk Capital, Trilogy Equity Partners","Boulder, CO","1941 Pearl Street, Suite 300, Boulder, CO 80302","linkedin: https://www.linkedin.com/company/boulder-ventures-ltd/, crunchbase: Not found",Yes
Greenmont Capital Partners,https://www.greenmontcapital.com,"Invests in early-stage companies in the natural products sector, particularly those aligned with health and sustainability markets[2][3][7].","Mark Retzloff, Todd Woloson","[{'round': 'Series A', 'amount': '$3.25 million', 'lead_investors': 'Greenmont Capital Partners', 'year': 2012}]",2012,Not found,"Sherbrooke Capital, Renewal Funds, NewWest Capital Partners","Boulder, CO","1634 Walnut Street, Suite 301, Boulder, Colorado 80302","linkedin: http://linkedin.com/pub/david-haynes/14/131/4b8, crunchbase: Not found",Yes
Colorado Impact Fund,https://coloradoimpactfund.com,Denver-based VC firm investing in high-growth Colorado companies with scalable business models and a commitment to community impact[5].,"Jim Kelley, Ryan Heckman","[{'round': 'Seed', 'amount': '$1.5 million', 'lead_investors': 'Not found', 'year': '2022'}, {'round': 'Series A', 'amount': '$25 million', 'lead_investors': 'Not found', 'year': 'Not found'}, {'round': 'Series B', 'amount': '$5.1 million', 'lead_investors': 'Not found', 'year': 'Not found'}]",2022,$80 million,"Trinity Ventures, Three Leaf Ventures, Sand Hill Angels, Intel Capital, Kairos Ventures, High Country Venture, University Ventures, Grotech Ventures","Denver, CO","1555 Blake Street, Suite 200, Denver, Colorado, 80202, United States","linkedin: Not found, crunchbase: Not found",Yes
Factor[e] Ventures,https://www.factore.com,"Impact-focused VC firm supporting startups in energy, agriculture, mobility, and waste, with an emphasis on decarbonized solutions for emerging markets[5].","Morgan DeFoort, Jason Prapas","[{'round': 'Seed', 'amount': '$0.75M', 'lead_investors': 'Factor[e] Ventures', 'year': '2024'}, {'round': 'Seed', 'amount': '$2.33M', 'lead_investors': 'Factor[e] Ventures, Norrsken Impact Accelerator, Ventures Platform', 'year': '2023'}]",2024-08,Not found,"Shell Foundation, Autodesk Foundation","Fort Collins, CO","430 N College Ave, Suite 300, Fort Collins, Colorado 80524, United States","linkedin: https://www.linkedin.com/company/ampersand-energy/posts/?feedView=all, crunchbase: Not found",Yes
Innosphere Ventures,https://innosphereventures.org,Fort Collins-based accelerator and venture fund supporting science and technology startups with business support and access to capital[5].,"Mike Freeman, John Smith, Mark Newhouse",Seed: Not specified; Series A: Not specified; Series B: Rare/Indirect; Series C: No evidence of direct involvement.,Not found,Not found,Israel-Colorado Innovation Fund (ICI Fund),"Fort Collins, CO","320 East Vine Drive, Suite 101, Fort Collins, Colorado 80524","linkedin: Not found, crunchbase: Not found",Yes
AI Capital,https://aicapital.co,"Denver-based VC investing in growth-stage enterprise applied artificial intelligence software companies, focusing on digitization, supply chain, manufacturing, life sciences, and public safety[1].","Neville Teagarden, Josh Sutton, Zane R. Heninger","Seed, Series A, Series B; amounts not specified; lead investors not specified; year not specified.",Not found,Not found,,"Denver, CO","PO Box 19751, Boulder, Colorado, 80308, United States","linkedin: Not found, crunchbase: Not found",Yes
Sequel Venture Partners,https://www.sequelvc.com,"Boulder-based VC investing in early-stage, high-growth technology companies, with a focus on innovation and scalable business models[8].","Tom Washing, Dan Mitchell","[{'round': 'Series A', 'amount': 'Not specified', 'lead_investors': 'Not specified', 'year': '2025'}, {'round': 'Series B', 'amount': 'Not specified', 'lead_investors': 'Not specified', 'year': '2025'}]",2025,$400 million,"Boulder Ventures, Vista Ventures, New Enterprise Associates","Boulder, CO","4430 Arapahoe Avenue, Suite 220, Boulder, Colorado 80303, United States","linkedin: Not found, crunchbase: Not found",Yes
Service Provider Capital,https://serviceprovidercapital.com,"Colorado VC investing in early-stage, high-growth startups across IT, healthcare, fintech, and other sectors[5][15].","Jody Shepherd, Noah Pittard","Seed and Series A rounds, amounts not specified, lead investors are institutional venture funds, founded in 2014.",2014,Not found,,"Golden, CO","601 16th St, Golden, Colorado, 80401, United States","linkedin: Not found, crunchbase: Not found",Yes
Greater Colorado Venture Fund,https://greatercolorado.vc,"VC fund investing in high-growth startups and deep tech companies in rural Colorado, aiming to build sustainable communities[11].","Cory Finney, Marc Nager, Jamie Finney","[{'round': 'Seed', 'amount': '$17.5 million', 'lead_investors': 'State of Colorado', 'year': '2018'}, {'round': 'Fund II', 'amount': '$25 million', 'lead_investors': 'Not specified', 'year': '2023'}]",2023,$42.5 million,"State of Colorado, Limited Partners, Advisors, Matching Donors","Telluride, CO","136 Country Club Dr Ste 200, Telluride, Colorado, 81435","linkedin: Not found, crunchbase: Not found",Yes
Ascent Deep Tech Accelerator (Venture Partners at CU Boulder),https://www.colorado.edu/venturepartners/opportunities-and-events/ascent-deep-tech-accelerator,"Accelerator supporting research teams and deep tech startups from University of Colorado campuses, helping them commercialize engineering and scientific innovations[3].",Not applicable,Alumni have raised over $41 million in venture capital investment and $20 million in non-dilutive funding since the program's launch in 2021. Specific rounds and lead investors are not detailed.,Not found,$61 million,"Hatch Spaces LLC, Holland & Hart LLP, Richtr Financial Studio, Wilson Sonsini Goodrich & Rosati","Boulder, CO","4845 Pearl East Circle, Suite 300, Boulder, CO 80301","linkedin: https://www.linkedin.com/in/jianliang-xiao-03614671/, twitter: mailto:bart@eerdx.com, crunchbase: Not found",Yes
Ibex Investors,https://www.ibexinvestors.com,"A Denver venture capital firm investing in early-stage private companies, particularly in mobility and innovative sectors, with a proactive approach to portfolio company growth.",Justin Borus,"[{'round': 'Series A', 'amount': '$7 million', 'lead_investors': ['Ibex Investors', 'ECP Growth'], 'year': '2025'}, {'round': 'Not specified', 'amount': '$6 million', 'lead_investors': ['Ibex Investors', 'Emerge'], 'year': 'Not found'}, {'round': 'Seed', 'amount': '$2.5 million', 'lead_investors': ['Ibex Investors', 'Spring Ventures', 'Capital Point'], 'year': 'Not found'}, {'round': 'Seed', 'amount': '$10 million', 'lead_investors': ['Ibex Investors'], 'year': 'Not found'}]",2025,Not found,Ibex Investors,"Denver, CO","260 North Josephine Street, Suite 300, Denver, Colorado 80206","linkedin: Not found, crunchbase: Not found",Yes
Rockies Venture Fund,https://www.rockiesventurefund.com,"A Denver-based venture capital firm supporting early-stage companies in Colorado and the surrounding region, with a history of investing in diverse industries.",Peter Adams,"Seed and Series A rounds, typical investment amounts range from $1 million to $5 million. No specific lead investors or years mentioned.",Not found,Not found,Rockies Venture Club,"Denver, CO","1415 Park Avenue West, Denver, Colorado, 80205","linkedin: Not found, crunchbase: Not found",Yes
Delta-v Capital,https://www.deltavcapital.com,"A Boulder-based growth equity firm investing in leading software and internet infrastructure companies, providing flexible capital and strategic support for scaling businesses.","Rand Lewis, Dave Schaller","Series C, $100 million, led by Delta-v Capital, 2024; Series B, $18 million, led by Delta-v Capital, 2021.",2024-03,$0.3 billion,,"Denver, CO","3001 Brighton Blvd., Suite 450, Denver, Colorado 80216","linkedin: https://www.linkedin.com/company/delta-v-capital, twitter: https://twitter.com/deltavcapital, crunchbase: Not found",Yes
Altira Group,https://www.altiragroup.com,"Venture capital firm specializing in technology and software companies driving enterprise digital transformation, with a strong focus on energy technology[3].",Dirk McDermott,"[{'round': 'Series A', 'amount': '$1.5M', 'lead_investor': 'Altira Group', 'year': '2015'}, {'round': 'Series C', 'amount': '$100M', 'lead_investor': 'Altira Group', 'year': '2022'}, {'round': 'Series B', 'amount': '$23M', 'lead_investor': 'Altira Group', 'year': '2017'}, {'round': 'Series C', 'amount': '$50M', 'lead_investor': 'Altira Group', 'year': '2021'}, {'round': 'Series B', 'amount': '$36M', 'lead_investor': 'Altira Group', 'year': '2025'}]",2025-06,$1 Billion+,"Chevron Technology Ventures, Saudi Aramco Energy Ventures, Cisco Investments, Insight Partners","Denver, CO","205 Detroit Street, Suite 200, Denver, CO 80206","linkedin: Not found, crunchbase: Not found",Yes
