company_name,url,description,founders,location_city,location_state,location,headquarters,linkedin_url,crunchbase_url,total_funding_normalized,total_funding,num_funding_rounds,funding_stage_progression,latest_round,latest_round_amount,latest_round_date,latest_funding_date,years_since_last_funding,total_investor_count,lead_investors,all_investors,key_investors,notable_tier1_investors,has_colorado_investors,industry_categories,business_model,company_stage,technology_focus,target_market,colorado_connection
Think Bioscience,https://thinkbioscience.com,Biotech startup leveraging synthetic biology and AI to develop new drug discovery platforms; recently raised seed funding[1].,"Jerome Fox, Philip Jeng",Boulder,CO,"Boulder, CO","1745 38th St. Suite 150, Boulder, CO 80301",,,$26M,$26 million,3,Pre-seed → Seed → Seed extension,Seed extension,$6M,2024-05,2024-05,1,8,"Innovation Endeavors, Xora Innovation, YK Bioventures","Xora, Wireframe Ventures, Axial VC, Innovation Endeavors, Xora Innovation, YK Bioventures, AV8 Ventures, Buff Gold Ventures, LiquidMetal Ventures","Innovation Endeavors, Xora Innovation, AV8 Ventures, Buff Gold Ventures, LiquidMetal Ventures, Wireframe Ventures, Axial VC, YK Bioventures",,No,"Biotech, Synthetic Biology, AI",Biotech,Seed,"Biotech, AI",Pharmaceuticals,High
TIFIN,https://www.tifin.com,TIFIN is a fintech platform using AI to personalize investor experiences. Founded by Vinay Nair[5].,Dr. Vinay Nair,Boulder,CO,"Boulder, CO","2440 Junction Place, Suite 300, Boulder, Colorado, 80301",https://www.linkedin.com/company/tifin,,$223M,$223M,5,Venture → Series A → Series B → Series C → Series D,Series D,$109M,2022-05,2022-05,3,7,"Franklin Templeton, Motive Partners, J.P. Morgan, Hamilton Lane","Franklin Templeton, Motive Partners, J.P. Morgan Asset Management, Hamilton Lane, Morningstar, Broadridge, SEI","Franklin Templeton, Motive Partners, J.P. Morgan Asset Management, Hamilton Lane, Morningstar, Broadridge, SEI",,No,"FinTech, AI, Financial Services",B2B SaaS,Growth,"FinTech, AI/ML","Enterprise, Wealth Management",High
Tilled,https://www.tilled.com,"Provides a B2B SaaS platform that enables software companies to monetize payments through PayFac-as-a-Service, backed by VC funding[8][1].",Caleb Avery,Boulder,CO,"Boulder, CO","2955 Valmont Road, Suite 220, Boulder, Colorado, 80301, United States",,,$40M,$40 million,5,Seed → Series A → Series A Extension → Recent Round,Recent Round,$12.5M,2024-10,2024-10,1,6,"Canvas Ventures, UPC Capital Ventures, G Squared","Canvas Ventures, UPC Capital Ventures, G Squared, Abstract Ventures, Peterson Ventures, Clocktower Technology Group","Canvas Ventures, UPC Capital Ventures, G Squared, Abstract Ventures, Peterson Ventures, Clocktower Technology Group",,No,"SaaS, FinTech, Payments",B2B SaaS,Growth,FinTech,Software Companies,High
TiLT,https://www.tilt.com,Offers leave of absence management software to streamline compliance and employee experience for HR teams[1].,Not found,Fort Collins,CO,"Fort Collins, CO","1281 E Magnolia St Ste D, Fort Collins, Colorado, 80524, United States",,,$42M,US$42 million,4,Seed → Series A → Equity → Grant,Grant,$2.1M,2023-02,2023-02,2,4,"Lifeline Ventures, European Innovation Council (EIC) Fund, Stephen Industries Inc Oy, ACME Investments SPF Sàrl","Lifeline Ventures, European Innovation Council (EIC) Fund, Stephen Industries Inc Oy, ACME Investments SPF Sàrl","Lifeline Ventures, European Innovation Council (EIC) Fund, Stephen Industries Inc Oy, ACME Investments SPF Sàrl",,No,"HR Tech, Software, Compliance",B2B SaaS,Early Growth,Software,Enterprise,High
Todyl,https://todyl.com,"Cybersecurity platform offering secure access, endpoint security, and compliance solutions; raised Series B ($50M, 2024)[4].","John Nellen, Darrin Swan",Denver,CO,"Denver, CO","1631 Wazee Street, Suite 400, Denver, Colorado, 80202, United States",https://www.linkedin.com/company/todylsecurity,,$80M,$80M,4,Seed → Pre-A → Series A → Series B,Series B,$50M,2024-03,2024-03,1,5,"Base10 Partners, Anthos Capital, Tech Operators","Base10 Partners, Anthos Capital, Tech Operators, StoneMill Ventures, Blu Ventures","Base10 Partners, Anthos Capital, Tech Operators, StoneMill Ventures, Blu Ventures",,No,"Cybersecurity, SaaS, Compliance",B2B SaaS,Growth,Cybersecurity,"MSP, IT Professionals",High
Torq,https://torq.io,Artificial intelligence company; raised $70 million in Series C funding in September 2024[2],"Ofer Smadari, Leonid Belkind, Eldad Livni",Denver,CO,"Denver, CO","205 Detroit Street, Denver, CO 80206, United States; HaMelacha 3, Floor 10–11, Tel Aviv, Israel",,,$192M,$192M,5,Seed → Series A → Series B → Expanded Series B → Series C,Series C,$70M,2024-09,2024-09,1,6,"Evolution Equity Partners, Insight Partners, Notable Capital, Bessemer Venture Partners","Bessemer Venture Partners, Notable Capital, Insight Partners, Evolution Equity Partners, Greenfield Partners, Strait Capital","Bessemer Venture Partners, Notable Capital, Insight Partners, Evolution Equity Partners, Greenfield Partners, Strait Capital",,No,"AI, Cybersecurity, Automation",B2B SaaS,Growth,AI/ML,Enterprise,High
Travertine,https://www.travertine.tech,"Focuses on clean energy and carbon removal technologies, developing scalable solutions for industrial decarbonization[5][1].","Laura Lammers, Owen Cadwalader",Boulder,CO,"Boulder, CO","1900 55th Street, Suite A-105, Boulder, Colorado, 80301",,,$11M,$11 million,2,Seed → Subsequent,Subsequent,$8.5M,Unknown,Not specified,-1,4,"Grantham Environmental Trust, Clean Energy Ventures, Holcim MAQER Ventures","Grantham Environmental Trust, Clean Energy Ventures, Holcim MAQER Ventures, Bidra Innovation Ventures","Grantham Environmental Trust, Clean Energy Ventures, Holcim MAQER Ventures, Bidra Innovation Ventures",,No,"Clean Energy, Carbon Removal, Industrial Decarbonization",B2B CleanTech,Seed,CleanTech,Industrial,High
TriSalus Lifesciences,https://www.trisaluslifesci.com,"Founded 2009, Colorado biotech company seeking to transform outcomes for patients with solid tumors",Not found,Westminster,CO,"Westminster, CO","6272 West 91st Avenue, Westminster, CO 80031, United States",https://www.linkedin.com/company/trisalus-life-sciences,https://www.crunchbase.com/organization/trisalus-life-sciences,$198.8M,$198.8 million,2,Late-stage private financing → Not specified,Late-stage private financing,$81.4M,2022-11,2022-11,3,0,,,,,No,"Biotech, Healthcare",Biotech,Late Stage,Biotech,Healthcare,High
TurboTenant,https://www.turbotenant.com,"Offers a SaaS platform for landlords to manage rental properties, screen tenants, and collect rent online; VC-funded and B2B-focused[8][1].",Sarnen Steinbarth,Fort Collins,CO,"Fort Collins, CO","320 E Vine Dr, Suite 307, Fort Collins, Colorado, 80524, United States",,,$10.45M,$10.45 million,3,Seed/Other → Series A → Growth Equity,Growth Equity,Unknown,2024-10,2024-10,1,5,"RET Ventures, LLR Partners, Access Venture Partners","RET Ventures, LLR Partners, Access Venture Partners, Crescendo Capital Partners, Front Range Capital Partners","RET Ventures, LLR Partners, Access Venture Partners, Crescendo Capital Partners, Front Range Capital Partners",,Yes,"SaaS, Property Management, B2B",B2B SaaS,Growth,Unknown,SMB,High
Uplight,https://uplight.com,"**Energy management and customer engagement solutions** for utilities, helping reduce energy consumption and improve grid efficiency. Boulder-based, recently funded for product expansion[9][12].",Adrian Tuck,Boulder,CO,"Boulder, CO","2490 Junction Place, Suite 300, Boulder, CO 80301",https://www.linkedin.com/company/uplightenergy,,$189.19M,$189.19 million,3,Series A → Series B → Convertible Note,Convertible Note,$39M,2025-03,2025-03,0,15,"Schneider Electric, AES Corporation","Schneider Electric, AES Corporation, Huck Capital, Coatue, Inclusive Capital Partners, VantagePoint Capital Partners, RRE Ventures, Vista Ventures, Access Venture Partners, Appian Ventures, Good Energies, Siemens Venture Capital (SVC), GE Ventures, SunPower, ENGIE New Ventures, Rubicon Technology Partners, Morgan Stanley Alternative Investments, Zoma Capital, Greenstart","Schneider Electric, AES Corporation, Huck Capital, Coatue, Inclusive Capital Partners, VantagePoint Capital Partners, RRE Ventures, Vista Ventures, Access Venture Partners, Appian Ventures, Good Energies, Siemens Venture Capital (SVC), GE Ventures, SunPower, ENGIE New Ventures, Rubicon Technology Partners, Morgan Stanley Alternative Investments, Zoma Capital, Greenstart",,Yes,"Energy Management, CleanTech, Customer Engagement",B2B SaaS,Growth,CleanTech,Utilities,High
Ursa Major,https://www.ursamajor.com,"Aerospace startup developing advanced rocket propulsion systems, recently raised a $100M Series D and is still private[5].",Joe Laurienti,Berthoud,CO,"Berthoud, CO","19750 County Road 7, Berthoud, Colorado, 80513, United States",,,$208.5M,$208.5M,4,Earlier → Series C → Series D/D-1 → Series E,Series E,$100M,2025,2023-12,2,5,Eclipse,"Eclipse, Woodline Partners, Principia Growth, XN, Alsop Louie Partners","Eclipse, Woodline Partners, Principia Growth, XN, Alsop Louie Partners",,No,"Aerospace, Defense, Propulsion",Hardware,Growth,Aerospace Technology,Government,High
Ursa Major Technologies,https://www.ursamajortechnologies.com,Designs and manufactures rocket propulsion systems for space launch and hypersonics; raised Series C funding[17].,Joe Laurienti,Berthoud,CO,"Berthoud, CO","19750 County Road 7, Berthoud, Colorado, 80513, United States",,,$318.3M,"$318,325,776",5,Series A → Series B → Series C → Series D → Series E,Series E,$100M,2025-11,2025-11,0,8,"Eclipse Ventures, BlackRock, Alpha Edison, Space Capital, Woodline Partners","Not found, Alpha Edison, Space Capital, Morgan Brook Capital, Conconi Growth Partners, Marc Bell Capital, Dylan Taylor, BlackRock, XN, Explorer 1 Fund, Alsop Louie Partners, Dolby Family Ventures, Eclipse Ventures, Alumni Ventures Group, Chenel Capital","BlackRock, Eclipse Ventures, Alpha Edison, Space Capital, Woodline Partners",,Yes,"Aerospace, Defense, Propulsion",Hardware,Growth,"Aerospace Technology, Propulsion Systems","Government, Defense",High
Valiu,https://www.valiu.com,"Fintech platform enabling international money transfers, recently funded and operating privately[7].","Simón Chamorro, David Barinas, Alberto Niego, Gabriel Ascanio",Bogotá,CO,"Bogotá, Colombia",Not found,https://www.linkedin.com/company/valiu-com/,,$5.25M,$5.25 million,1,Seed,Seed,$5.25M,2020-12,2020-12,5,6,"Blockchange Ventures, Pomp","Blockchange Ventures, Pomp, Castle Island Ventures, Y Combinator, IDEO CoLab Ventures, Mercy Corps Ventures","Blockchange Ventures, Pomp, Castle Island Ventures, Y Combinator, IDEO CoLab Ventures, Mercy Corps Ventures",,No,"FinTech, Payments, Financial Services",B2B FinTech,Seed,FinTech,SMB,Low
Vantage Data Centers,https://www.vantage-dc.com,Data infrastructure company that has raised $33.6 billion in funding,Jim Trout,Denver,CO,"Denver, CO","200 Clayton Street, Suite 450, Denver, CO 80206, USA",,,$33.6B,$33.6 billion,2,Unknown,Equity,$9.2B,2024-06,2024-06,1,5,"DigitalBridge Group, Silver Lake, AustralianSuper, GIC, MEAG","DigitalBridge Group, Silver Lake, AustralianSuper, GIC, MEAG","DigitalBridge Group, Silver Lake, AustralianSuper, GIC, MEAG",,No,"Data Infrastructure, Cloud Services, Technology",B2B Infrastructure,Growth,"Data Centers, Cloud Computing","Enterprise, Cloud Providers",High
Vartega,https://vartega.com,"Specializes in advanced recycling technologies for carbon fiber and composite materials. Founded in Colorado, Vartega has raised venture capital and is recognized for its deep tech approach to sustain","Andrew Maxey, Jordan Harris, Sean Kline",Denver,CO,"Denver, CO","5675 Pecos Street, Suite 203, Denver, Colorado, 80221, United States",,,$20.33M,$20.33M,2,Unknown,Series A,$10M,2024-01,2024-01,1,6,Diamond Edge Ventures,"Diamond Edge Ventures, Circular Innovation Fund, HG Ventures, Techstars, Belle Impact Fund, SWAN Impact Network","Diamond Edge Ventures, Circular Innovation Fund, HG Ventures, Techstars, Belle Impact Fund, SWAN Impact Network",,No,"Recycling, CleanTech, Materials Science",B2B,Early Growth,"CleanTech, Advanced Recycling","Manufacturers, Composite Material Producers",High
Vega Surgical Inc,https://www.vegasurgical.com,"Developing a bedside neurosurgical procedure solution for treating chronic subdural hematomas. (Early-Stage Capital grant recipient, $250,000)","Joshua Seinfeld, MD, Michael Bojanowski, Zach Folzenlogen, MD",Aurora,CO,"Aurora, CO","12635 E Montview Blvd, Suite 270, Aurora, CO 80045, United States",,,$320K,"$320,000",1,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"Medical Devices, Healthcare, Biotech",Medical Device,Early Growth,Medical Technology,Healthcare Providers,High
Verblio,https://www.verblio.com,Content creation marketplace platform; notable for rapid growth and innovative marketing technology[4].,"Scott Yates, Wade Green",Denver,CO,"Denver, CO","3000 Lawrence St, Suite 124, Denver, CO 80205",,,$5M,$5M,1,Unknown,Unknown,Unknown,2020-04,2020-04,5,0,,,,,No,"Content Creation, Marketing Technology",Marketplace,Early Growth,Marketing Technology,SMB,High
Vero Networks,https://www.verofiber.com,"Colorado-based fiber network company founded in 2017, provides internet and data connectivity to schools, businesses, and homes",Matt Erickson,Boulder,CO,"Boulder, CO","1023 Walnut Street, Boulder, Colorado, 80302, United States",https://www.linkedin.com/company/vero-networks/,,$447M,$447M,2,Preferred Equity → Line of Credit,Line of Credit,$240M,2025-02,2025-02,0,5,"Delta-v Capital, Hamilton Lane, Hancock Whitney, Texas Capital Bank, UMB Financial","Delta-v Capital, Hamilton Lane, Hancock Whitney, Texas Capital Bank, UMB Financial","Delta-v Capital, Hamilton Lane, Hancock Whitney, Texas Capital Bank, UMB Financial",,No,"Telecommunications, Internet Services, Fiber Optics",B2B and B2C Internet Services,Growth,"Telecommunications, Fiber Optics","Schools, Businesses, Homes",High
Vescent,https://vescent.com,Advanced photonics and quantum technology company specializing in laser and optical systems for quantum computing and sensing; raised Series B (2024)[4].,"Dr. Scott Davis, Scott Rommel",Golden,CO,"Golden, CO","14998 West 6th Avenue, Suite 700, Golden, Colorado 80401, United States",,,$5M,$5 million,1,Seed → Series B,Series B,$5M,2024-03,2024-03,1,2,"Corporate Fuel, Caruso Ventures","Corporate Fuel, Caruso Ventures","Corporate Fuel, Caruso Ventures",,No,"Photonics, Quantum Technology, Laser Systems",Hardware,Early Growth,"Quantum Computing, Sensing","Government, Research Institutions",High
Virch Merch,https://www.virchmerchshop.com,"Colorado commerce startup, Pre-Seed stage with $175K funding (July 2024)","Mel David, Emily Harris",Denver,CO,"Denver, CO",Not found,https://www.linkedin.com/company/virch-merch/,https://www.crunchbase.com/organization/virch-merch,$732.5K,$732.5K,2,Pre-Seed → Boost Program,Boost Program,$557.5K,2023-10,2024-07,1,1,Tach Ignite,Tach Ignite,Tach Ignite,,No,"E-commerce, Retail, Technology",Marketplace,Pre-Seed,E-commerce Technology,Consumer,High
Vista Ventures,https://www.vistavp.com,"Early-stage venture capital firm based in Boulder, Colorado leveraging operational expertise to invest in software, digital media, and network sectors.",Catharine Merigold,Boulder,CO,"Boulder, CO","1011 Walnut Street, 4th Floor, Boulder, Colorado 80302, United States",,,$75M,$75M,3,Series A,Series A,$10M,2023-03,2023-03,2,2,Vista Ventures,"Vista Ventures, co-investors",,,Yes,"Software, Digital Media, Network",Venture Capital,Early Growth,"Software, Digital Media",Entrepreneurs,High
Vitro3D,https://vitro3d.com,"Specializes in volumetric 3D printing technology for medical and industrial applications. Founded in 2020 in Boulder, Vitro3D has received venture capital and is recognized for its innovative deep tec","Camila Uzcategui, Johnny Hergert, Ameen Saafir, Matthew Hartloff",Boulder,CO,"Boulder, CO","1930 Central Avenue, Suite B, Boulder, Colorado, 80301, United States",https://www.linkedin.com/company/vitro3d/,https://www.crunchbase.com/organization/vitro3d,$5.15M,$5.15 million,2,Seed → Unattributed VC,Unattributed VC,$3.85M,2024-05,2024-05,1,5,Buff Gold Ventures,"Buff Gold Ventures, Rockies Venture Club, Caruso Ventures, The Deming Center Venture Fund, University of Colorado Boulder","Buff Gold Ventures, Rockies Venture Club, Caruso Ventures, The Deming Center Venture Fund, University of Colorado Boulder",,Yes,"3D Printing, Medical Technology, Industrial Applications",Hardware,Early Growth,DeepTech,Enterprise,High
Volume Nine,https://www.v9digital.com,"Digital marketing in Denver with $2.6M revenue and 12% growth rate, 13 employees",Chuck Aikens,Denver,CO,"Denver, CO","1312 17th St, Suite #942, Denver, CO 80202, United States",,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,Digital Marketing,B2B Services,Growth,Digital Marketing,SMB,High
Vona Oncology LLC,https://www.vonaoncology.com,"Developing a novel small molecule designed to target aggressive triple-negative breast cancer. (Early-Stage Capital grant recipient, $250,000)",Jim Lambert,Aurora,CO,"Aurora, CO","12635 E. Montview Blvd., Suite V15, Aurora, CO 80045, United States",,,$3.3M,$3.3M,1,Unknown,Early-Stage Capital grant,$250K,2021,2021,4,1,Unknown,"NIH NCI, State of Colorado Office of Economic Development and International Trade",,,Yes,"Biotech, Pharmaceuticals",Biopharmaceutical,Early Growth,Biotech,Healthcare,High
Vorto,https://vorto.ai,"Denver supply chain software startup founded in 2018, using AI to automate demand, procurement, logistics, and operations with $5.2M in funding",Priyesh Ranjan,Denver,CO,"Denver, CO","1515 Wazee St, Suite 300, Denver, Colorado 80202, United States",,,$5.2M,$5.2M,1,Unknown,Other round,Unknown,Unknown,Not found,-1,1,Golden Gate Capital,Golden Gate Capital,Golden Gate Capital,,No,"Supply Chain, Software, AI",B2B SaaS,Early Growth,AI,Enterprise,High
Wall Street on Demand (acquired by Goldman Sachs),https://www.goldmansachs.com,Provided financial data and analytics platforms; acquired by Goldman Sachs[7].,Not found,Boulder,CO,"Boulder, CO","5718 Central Avenue, Boulder, Colorado, 80301, United States",,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,4,"Boulder Ventures, Mellon Ventures, Sequel Venture Partners, Charles Schwab","Boulder Ventures, Mellon Ventures, Sequel Venture Partners, Charles Schwab","Boulder Ventures, Mellon Ventures, Sequel Venture Partners, Charles Schwab",,Yes,"Financial Services, Data Analytics",B2B SaaS,Mature,FinTech,Enterprise,High
Wavelynx,https://wavelynxtech.com,"Specializes in secure access control hardware and software for enterprise environments, supporting modern identity and security needs[1][5].",Hugo Wendling,Broomfield,CO,"Broomfield, CO","100 Technology Drive, Suite B, Broomfield, Colorado 80021, United States",,,Unknown,Not found,2,Unknown,Private equity,Unknown,2023-10,2023-10,2,2,"Triton, PSA","Triton, PSA","Triton, PSA",,No,"Security, Hardware, Software",B2B Hardware and Software,Early Growth,"Access Control, Security Technology",Enterprise,High
Work Simplr,https://worksimplr.com,"Education and cloud computing platform that raised $60,000 in pre-seed funding","Shrevan Marath, Jodi McPherson",Castle Rock,CO,"Castle Rock, CO","2318 Fairway Wood Circle, Castle Rock, CO 80109, United States",https://www.linkedin.com/company/upskls,,$0.06M,"$60,000",1,Seed,Pre-seed,$0.06M,2022,2022,3,1,UPSKLS,UPSKLS,UPSKLS,,No,"Education, Cloud Computing",B2B SaaS,Seed,Cloud Computing,Education,High
WorkBright,https://workbright.com,Provides a SaaS onboarding platform for HR teams to automate new hire paperwork and compliance; B2B and VC-funded[1][8].,David Secunda,Boulder,CO,"Boulder, CO","1945 Grove Street, Boulder, Colorado, 80302, United States",,,$1.2M to $3.2M,$1.2 million to $3.2 million,2,Seed → Debt,Debt,$200K,2016-07,2016-07,9,4,"Foundry Group, Techstars, Recruit Group, Right Side Capital Management","Foundry Group, Techstars, Recruit Group, Right Side Capital Management","Foundry Group, Techstars, Recruit Group, Right Side Capital Management",,Yes,"SaaS, HR Tech, Compliance",B2B SaaS,Early Growth,Compliance Software,HR Teams,High
Wunder,https://www.wundercapital.com,"Fintech/clean energy platform enabling investment in solar projects; founded by Bryan Birsic, Sam Beaudin, and Dave Riess, with investors including Techstars and Fenway Summer Ventures[5][7][13].","Dave Riess, Sam Beaudin, Bryan Birsic",Boulder,CO,"Boulder, CO","1702 Walnut Street, Boulder, CO 80302, United States",,,$200M,$200 million,4,Seed → Series A → Series B → Project Facilities,Project Facilities,Unknown,Unknown,2018,-1,4,"Techstars Ventures, Cyrus Capital Partners, Ares Management, Keyframe Capital","Techstars Ventures, Cyrus Capital Partners, Ares Management, Keyframe Capital","Techstars Ventures, Cyrus Capital Partners, Ares Management, Keyframe Capital",,No,"FinTech, Clean Energy",B2B,Growth,"CleanTech, FinTech",Enterprise,High
Wurk,https://enjoywurk.com,"**HR and payroll platform for the cannabis industry**, offering compliance and workforce management tools. Denver-based, recently funded for national rollout[13].",Keegan Peterson,Denver,CO,"Denver, CO","2162 Market St, Denver, Colorado, 80205, United States",,,$21.77M,$21.77 million,5,Seed → Bridge → Series A → Series A - II → Later round,Later round,$11M,2021,2021,4,7,"Poseidon Asset Management, Arcadian Fund, Altitude, Salveo Capital, Phyto Partners","Poseidon Asset Management, Phyto Partners, Salveo Capital, Arcview, Altitude Investment Partners, Arcadian Fund, Wurk Investment Partnership, Wurk Investment Partnership LLC, ArcView Group","Poseidon Asset Management, ArcView Group, Salveo Capital, Phyto Partners, Altitude Investment Partners, Arcadian Fund, Wurk Investment Partnership LLC",,Yes,"HR Tech, Compliance, Cannabis, Payroll",B2B SaaS,Growth,HR Management Software,Cannabis Industry,High
Xcimer,https://xcimer.energy,"Denver, Colorado-based fusion energy company. Raised $100 million in Series A funding in 2024 led by Hedosophia, with participation from Breakthrough Energy Ventures and the Emerson Collective. Building prototype laser system for fusion technology.","Conner Galloway, Alexander Valys",Denver,CO,"Denver, CO","10325 E 47th Avenue, Denver, CO 80238, United States",,,$109M,$109 million,3,Seed → Series A,Series A,$100M,2024-06,2024-06,1,7,"Hedosophia, Breakthrough Energy Ventures, Lowercarbon Capital","Hedosophia, Breakthrough Energy Ventures, Lowercarbon Capital, Prelude Ventures, Emerson Collective, Gigascale Capital, Starlight Ventures","Hedosophia, Breakthrough Energy Ventures, Lowercarbon Capital, Prelude Ventures, Emerson Collective, Gigascale Capital, Starlight Ventures",,No,"Energy, CleanTech, Fusion Technology",Hardware,Early Growth,"CleanTech, Fusion Energy","Government, Energy Sector",High
Xcimer Energy,https://xcimer.energy,"Boulder, Colorado-based startup founded in 2021, size 1-50 employees, founders Alexander Valys and Conner Galloway","Conner Galloway, Alexander Valys",Denver,CO,"Denver, CO","10325 East 47th Avenue, Denver, CO 80238, United States",,,$120M,$111 million,1,Seed,Seed,$111M,2023,2023,2,9,"Hedosophia Investments, Breakthrough Energy Ventures, Lowercarbon Capital","Hedosophia Investments, Breakthrough Energy Ventures, Lowercarbon Capital, Prelude Ventures, Emerson Collective, Starlight Ventures, Wireframe Ventures, Gigascale Capital, Leitmotif","Hedosophia Investments, Breakthrough Energy Ventures, Lowercarbon Capital, Prelude Ventures, Emerson Collective, Starlight Ventures, Wireframe Ventures, Gigascale Capital, Leitmotif",,No,"CleanTech, Energy, Fusion Technology",Hardware,Early Growth,"CleanTech, Fusion Energy","Government, Energy Sector",High
Zayo Group,https://www.zayo.com,Zayo Group provides fiber infrastructure and bandwidth connectivity solutions. Sandi Lewis is a board member; Dan Caruso is a co-founder[5].,"Dan Caruso, John Scarano, Matt Erickson",Boulder,CO,"Boulder, CO","1805 29th Street, Suite 2050, Boulder, CO 80301",,,$14.3B,$128 million,3,Series B → IPO → Acquisition,Acquisition,$14.3B,2020,2020,5,7,"EQT Infrastructure IV fund, Digital Colony Partners, Battery Ventures, Centennial Ventures, Charlesbank Capital Partners","Battery Ventures, Centennial Ventures, Charlesbank Capital Partners, Columbia Capital, M/C Venture Partners, EQT Infrastructure IV fund, Digital Colony Partners","Battery Ventures, Centennial Ventures, Charlesbank Capital Partners, Columbia Capital, M/C Venture Partners",,No,"Telecommunications, Infrastructure, Networking",B2B Services,Mature,"Fiber Infrastructure, Bandwidth Connectivity",Enterprise,High
Zed Industries,https://zed.dev,"Software or technology company; part of V1.VC's diverse portfolio across B2B AI, consumer, and frontier sectors","Nathan Sobo, Max Brunsfeld, Antonio Scandurra",Denver,CO,"Denver, CO","2590 Welton St, Suite 200, PO Box 1916, Denver, CO 80205, United States",,,$42M,$42 million,3,Seed → Series A → Series B,Series B,$32M,2025-08,2025-08,0,5,"Redpoint Ventures, Sequoia Capital","Sequoia Capital, Redpoint Ventures, Root Ventures, Matchstick Ventures, V1.VC","Sequoia Capital, Redpoint Ventures, Root Ventures, Matchstick Ventures, V1.VC",Sequoia,No,"AI, Software, Technology",B2B SaaS,Growth,AI/ML,Enterprise,High
Zipper,https://www.joinzipper.com,"Colorado design/tech startup, Pre-Seed stage with undisclosed funding (May 2024)","Chris, Kerry",Colorado,CO,"Colorado, USA",Not found,https://www.linkedin.com/company/joinzipper,,Unknown,Not disclosed,1,Pre-Seed,Pre-Seed,Unknown,2024-05,2024-05,1,0,,,,,No,"Software, Fitness, Wellness",B2B SaaS,Pre-Seed,AI,Consumer,High
